日期,工作名稱,公司名稱,公司地址,薪資,工作內容,地區,經歷,學歷,公司人數,文章編號,工作網址
2/15,Software Engineer 軟體工程師,寶視納股份有限公司,新竹縣竹北市莊敬北路160號,待遇面議,"、C、Qt 開發或修改相機之功能(Java, .Net, C# nice to have)2. 設計及開發產品測試及支援軟體或元件3. 設計及開發產品在Linux及Windows環境中的操作介面4. 開發以Linux及Windows為工作環境",新竹縣竹北市,2年以上,大學,外商公司,7cuxh,www.104.com.tw/job/7cuxh?jobsource=jolist_c_relevance
2/14,軟體工程師,元赫科技股份有限公司,台北市中山區,"30,000",1.因公司擴編，誠徵有能力工程師，薪優。2.負責軟體之分析、設計以及程式撰寫。3.規劃執行軟體架構及模組之設計，並控管軟體設計進度。4.進行軟體之測試與修改。.具關連式資料庫概念，熟SQL語法尤佳。6.具備軟體開發設計及網頁,台北市中山區,1年以上,專科,,3tvpw,www.104.com.tw/job/3tvpw?jobsource=jolist_c_relevance
2/16,.net軟體工程師<NH>,雙子數位科技有限公司,台北市內湖區,待遇面議,嗨～～哈囉～你是本公司要找的.NET軟體工程師高手嗎?就是你！別懷疑！！徵的就是你～本公司需要有在VB.NET / C#實務上2年以上開發經驗的你唷～此職缺的職務內容:•負責系統架構之分析、設計以及程式撰寫，資料庫設計與開發，系統,台北市內湖區,3年以上,專科,,6p9b7,www.104.com.tw/job/6p9b7?jobsource=jolist_c_relevance
2/09,Software Engineer／Programmer 軟體工程師(高雄),新加坡商鈦坦科技股份有限公司台灣分公司,高雄市三民區九如一路502號,"40,000","你所追求的工作是什麼？是寫【程式】，還是打造會讓你感到驕傲的【產品】?在鈦坦，我們稱呼工程師為「產品開發者」（PD, Product Developer），我們不僅單純的寫【程式】把功能完成，並且考慮到效能、安全、使用性、維護成本、以及花費的",高雄市三民區,經歷不拘,學歷不拘,外商公司,74ax8,www.104.com.tw/job/74ax8?jobsource=jolist_c_relevance
2/14,資深軟體工程師,艾陽科技股份有限公司,新北市新店區民權路108號11樓之1,待遇面議,"1.	設計並執行研發計畫並達成研發目標。2.	整合各類AI應用影像方案。3.	協助客戶軟體問題分析。條件要求AP工程師需求• C#, SQL (Required)• WPF, C++, Qt (Optional)• 主修工程/資",新北市新店區,3年以上,大學,員工28人,6hprk,www.104.com.tw/job/6hprk?jobsource=jolist_c_relevance
2/16,Software Engineer (C++) 軟體工程師,至達科技股份有限公司,新竹市關新路27號14樓之6,"840,000",歡迎對 C++ 大型軟體開發有興趣的工程師加入至達科技。有電子設計自動化(EDA) 經歷者，可投遞本公司 EDA Software Engineer 職缺。1. 採用 scrum 開發模式，並有 CI/CD 流程。2. 公司產品主要以,新竹市,經歷不拘,大學,員工20人,72rq6,www.104.com.tw/job/72rq6?jobsource=jolist_c_relevance
2/16,軟體工程師 Software Engineer,榮利科技股份有限公司,台北市松山區民生東路四段133號3樓之5,"35,000","1. 有前端框架開發(Vue 或 Angular)架構經驗及熟悉HTML5/CSS3/Javascript 技術.2. 有後端JAVA平台框架開發(Sprint Framework,Spring Boot,Spring Cloud)經驗.3. 具備 API 串接經驗.4. 熟悉SQL資料庫操作與概念.. 了解Git版控工具操作與概念.6. 對雲端開發運算技術(CNCF/DevOps)有熱忱者.7. 具備一年以上程式開發之工作經驗",台北市松山區,1年以上,大學,員工70人,745rd,www.104.com.tw/job/745rd?jobsource=jolist_c_relevance
2/17,PHP軟體工程師  PHP Software Engineer,蜂群電子商務股份有限公司,台北市內湖區陽光街321巷10號5樓,"55,000",1. 網站後台系統開發與修改2. API服務程式開發與修改3. 主機環境、PHP / Apache / Nginx / MySQL 等設定與調校優化4. 技術文件檔撰寫,台北市內湖區,3年以上,專科,,6mb2b,www.104.com.tw/job/6mb2b?jobsource=jolist_c_relevance
2/14,Software Engineer 軟體工程師(Database),遠東金士頓科技股份有限公司,新竹市力行一路1-5號,待遇面議,"1. 後端程式開發, 熟 Linux, C/C++, MySQL, PHP/Python。2. 實作過 Web client/server 程式設計, 附上作品佳。3. 若有 QT, IoT 等開發經驗，歡迎您的加入發揮長才。",新竹市,經歷不拘,大學,外商公司,73vnq,www.104.com.tw/job/73vnq?jobsource=jolist_c_relevance
2/13,資深軟體工程師 Senior Software Engineer,邦拓鏈股份有限公司,台北市信義區,"1,200",使用效度與數位永續發展。技術面上您將接觸到 Cloud-Native 雲原生生態，與新世代軟體工具、程式語言生態等，透過新技術解決新問題，並重視新技術落地化，參與到扎實的工程強度。我們不只為企業解決資料治理問題，更在共同為企業於未來遭遇的各,台北市信義區,5年以上,專科,,7b6j2,www.104.com.tw/job/7b6j2?jobsource=jolist_c_relevance
2/14,軟體工程師,廣錸儀器股份有限公司,台中市豐原區鎌村路39巷49號,"38,000","廣錸儀器是台灣地區少數整合所有研發技術的公司 , 研發單位成立於2010年目前有很好的技術基礎, 不僅為儀器產品增加功能研發新產品 , 也因為技術成熟擴大研發單位的規模 , 透過這些年的成功模式提供中小企業有更好更快的技術提升方案工程師需要基礎",台中市豐原區,經歷不拘,大學,員工50人,39dlc,www.104.com.tw/job/39dlc?jobsource=jolist_c_relevance
2/16,iOS 軟體工程師,雙子數位科技有限公司,台北市大安區,待遇面議,嗨～～哈囉～你是本公司要找的ios app工程師高手嗎?就是你！別懷疑！！徵的就是你～本公司需要有在RxSWIFT / SWIFT實務上3年以上開發經驗的你唷～此職缺的職務內容有：• 依照專案需求開發後端應用程式，撰寫,台北市大安區,2年以上,專科,,6zwsi,www.104.com.tw/job/6zwsi?jobsource=jolist_c_relevance
2/14,AWMS+軟體工程師,耀欣數位科技股份有限公司,桃園市桃園區春日路1000巷8弄28號,待遇面議,業與管理相關應用軟體開發歷練，往專業物流軟體工程師發展。2.熟悉資料庫的操作與管理，未來往資料庫管理師(DBA)發展。3.熟悉各行業物流特性與物流領域知識，未來往系統分析師(SA／SD)發展。,桃園市桃園區,1年以上,大學,員工70人,7iehw,www.104.com.tw/job/7iehw?jobsource=jolist_c_relevance
2/14,軟體工程師( Software Engineer),賽微科技股份有限公司,新北市新店區中興路二段188號8樓,"35,000","我們是一家高度成長且穩定獲利的語音技術公司, 正在擴大招募優秀人才, 一同開發出更好的產品. 如果您具有良好的邏輯思考及程式開發能力, 歡迎加入我們!1. 至少非常熟悉以下一項程式語言: C, C++, Java, Golang 2. 有網路應用系統, 手機應用系統或是雲端系統開發經驗.3. 喜歡挑戰困難, 善於解決問題.",新北市新店區,經歷不拘,大學,員工50人,64k6b,www.104.com.tw/job/64k6b?jobsource=jolist_c_relevance
2/16,ETL軟體工程師,雙子數位科技有限公司,台北市松山區,待遇面議,方案，並與實施工程師協做完成專案• 撰寫語法最後推行到報表平台上此職缺的必備技能：1. 負責數據模塊任務模塊設計2. 負責銀行業務數據的ETL任務及數據倉庫部署和管理；3. 持續改進優化ETL、分析處理、熟練使用Apache,台北市松山區,3年以上,專科,,758vi,www.104.com.tw/job/758vi?jobsource=jolist_c_relevance
2/14,IDE Software Engineer / IDE軟體設計工程師,晶心科技股份有限公司,新竹市公道五路三段1號10樓,待遇面議,1: Integrated Development Environment 應用軟體產品之開發與整合。2: Web IDE相關應用開發。3. 熟悉VSCode/Theia extension 開發4. Java開發。. 系統效能優化與問,新竹市,經歷不拘,碩士,員工191人,7fttk,www.104.com.tw/job/7fttk?jobsource=jolist_c_relevance
2/11,Java軟體工程師,立方支付有限公司,台北市信義區基隆路一段141號2樓,"700,000", Java軟體工程師工作內容【工作概述】 1.	負責使用Java語言開發Web應用程式。a.	撰寫開發。b.	系統測試。c.	系統上線。d.	系統維護。3.	使用雲技術和微服務，利用新技術建置High Availability、,台北市信義區,1年以上,專科,員工32人,6qdfn,www.104.com.tw/job/6qdfn?jobsource=jolist_c_relevance
2/14,軟體工程師Software Engineer - Objects Prediction,LILEE SYSTEMS_理立系統股份有限公司,新北市板橋區新站路16-1號24樓,待遇面議,Dynamic objects surrounding an autonomous driving vehicle are potential risks. Accurate prediction of their behavior makes our autonomous driving vehicle safely navigating in real world. You will be working with the autonomous rapid transit team to build robust object prediction subsystems.Responsibilities:•	Build object tracking subsystems to accurately estimate the speed and pose of surrounding vehicles and pedestrians.•	Build object behavior prediction subsystems to estimate the intention of the surrounding objects.•	Improve traffic light state prediction accuracy and robustness.,新北市板橋區,3年以上,大學,外商公司,7f0ky,www.104.com.tw/job/7f0ky?jobsource=jolist_c_relevance
2/14,軟體工程師,耐特資訊股份有限公司,台中市西區臺灣大道二段573號9樓H室,待遇面議,畢業6、可獨立或與團隊合作，工作態度積極、負責，能配合公司出差規定。7、具有高度自我管理能力者發展遠景：期待提供更多工業物聯網/軟體開發/軟體服務平台的軟體發展，也能成為更多合作夥伴最佳的技術提供商成就樂趣：公司以軟體開發/研發為主,台中市西區,1年以上,專科,遠端工作,6q5la,www.104.com.tw/job/6q5la?jobsource=jolist_a_relevance
2/14,Embedded Software Engineer 嵌入式軟體工程師,加拿大商創力網絡科技股份有限公司_LANTRONIX TECHNOLOGIES CANADA (TAIWAN) LTD.,台北市大同區承德路一段,待遇面議,Lantronix is currently seeking an Embedded Software Engineer with experience in developing and troubleshooting Android and,台北市大同區,4年以上,大學,員工250人,71tb0,www.104.com.tw/job/71tb0?jobsource=jolist_a_relevance
2/14,資深軟體工程師,汎宇電商股份有限公司,台北市南港區南港路三段50巷7號4樓,待遇面議,1.負責專案系統架構及模組設計。2.協助專案技術問題排除，確保軟體開發品質。3.新產品、新技術、新工具導入。4.軟體之分析、設計以及程式撰寫。.進行專案過程中必要之溝通協調工作。6.資訊相關科系佳。7.此職缺非駐點，目前已有3位RD,台北市南港區,3年以上,專科,員工78人,7ff6f,www.104.com.tw/job/7ff6f?jobsource=jolist_a_relevance
2/15,電控軟體工程師,台灣暹勁股份有限公司,台中市大雅區,"25,250",1.自動化設備軟體分析、設計、程式撰寫與維護2.負責進行軟體的測試與修改3.規劃或執行軟體架構及模組之設計、修改與驗證，並控管進度4.進行專案過程中必要之溝通協調.專案風險之管理與排除並分析測試、釐清問題6.其他主管交辦事項,台中市大雅區,1年以上,專科,員工116人,4i7lu,www.104.com.tw/job/4i7lu?jobsource=jolist_a_relevance
2/15,Software Engineer 軟體工程師,威睿科技股份有限公司,台北市內湖區,待遇面議,1.參與設計，實作，測試相關專案工作；2.能配合團隊溝通與開發，能在職務內獨立作業；3.能配合專案時程與項目需求，完成各項任務。,台北市內湖區,2年以上,大學,員工90人,7gnt4,www.104.com.tw/job/7gnt4?jobsource=jolist_a_relevance
2/12,資深軟體開發工程師 Senior Software Engineer,小柿智檢科技股份有限公司,新北市林口區仁愛路二段502號,"50,000", style。6. 精通中間件軟件設計及開發。7. 負責基於深度學習的視覺影像算法SDK、API開發、優化和維護。8. 配合算法研究員，參與圖像相關算法的研發，負責底層算法的工程化、封裝、優化、測試等。9. Intelligenx核心軟件,新北市林口區,3年以上,大學,,6xpw5,www.104.com.tw/job/6xpw5?jobsource=jolist_a_relevance
1/07,Software Engineer 軟體工程師,SuDo_蘇度科技有限公司,台北市信義區忠孝東路5段68號29樓,"1,200",願意接受挑戰， 你有機會晉升到公司的任何一個位階。只要你認同公司的目標并且跟著我們一起朝著目標努力，你就會得到公司的支持，給與你發揮的舞台！▋工作內容依據公司需求進行軟體專案開發，具體內容據當前開發需求而定。目前主要為・ 開發公司內部分,台北市信義區,經歷不拘,學歷不拘,員工20人,7focv,www.104.com.tw/job/7focv?jobsource=jolist_a_relevance
